www.SimpleMEMS.com,,,,,,,,,,,,,,,,
Battery Voltage,3.949 Volts,,,,,,,,,,,,,,,
Sample Rate (SR),(32) Hz,,,,,,,,,,,,,,,
Timestamp Format (TSF),(0) Absolute,,,,,,,,,,,,,,,
Accelerometer Status (AS),(1) On,,,,,,,,,,,,,,,
Acceleration Format (AF),(0) G's,,,,,,,,,,,,,,,
Accelerometer Full Scale (AFS),(2) +/- 2 G's,,,,,,,,,,,,,,,
Magnetometer Status (MS),(1) On,,,,,,,,,,,,,,,
Magnetic Field Format (MFF),(0) Gauss,,,,,,,,,,,,,,,
Magnetic Field Gain (MFG),(1300) milli-gauss,,,,,,,,,,,,,,,
Gyroscope Status (GS),(1) On,,,,,,,,,,,,,,,
Angular Rate Format (ARF),(0) DPS: Degrees per second,,,,,,,,,,,,,,,
Angular Rate Full Scale (ARFS),(250000) milli-degrees per second/250 DPS,,,,,,,,,,,,,,,
Year,Month,Day,Hour,Minute,Second,Sub-Second,Acceleration-X (G's),Acceleration-Y (G's),Acceleration-Z (G's),MagneticField-X (Gauss),MagneticField-Y (Gauss),MagneticField-Z (Gauss),AngularRate-X (dps),AngularRate-Y (dps),AngularRate-Z (dps),
2016,1,9,13,29,50,0.5625,-0.997,0.002,-0.028,-0.0627,0.0927,0.1153,-0.45,-0.9333,-1.4333,
2016,1,9,13,29,50,0.5937,-0.999,0.009,-0.028,-0.0645,0.0918,0.1092,-0.4083,0.3833,0.4,
2016,1,9,13,29,50,0.625,-0.994,0.007,-0.03,-0.0664,0.0918,0.1122,-0.5083,-0.1583,-0.8917,
2016,1,9,13,29,50,0.6562,-0.993,0,-0.03,-0.0582,0.0973,0.1173,-0.3583,0.4083,-0.0667,
2016,1,9,13,29,50,0.6875,-0.999,0.006,-0.03,-0.06,0.0945,0.1163,-0.3667,0.0917,-0.0917,
2016,1,9,13,29,50,0.7187,-0.994,-0.006,-0.028,-0.0609,0.0964,0.1133,-0.4083,0.1167,-0.7583,
2016,1,9,13,29,50,0.75,-0.999,0.007,-0.026,-0.0627,0.0945,0.1143,-0.5,0.3167,0.45,
2016,1,9,13,29,50,0.7812,-0.993,-0.004,-0.03,-0.06,0.0955,0.1204,-0.4083,-0.1667,-1.025,
2016,1,9,13,29,50,0.8125,-0.993,0.009,-0.031,-0.0518,0.0964,0.1204,-0.3083,0.3333,0.475,
2016,1,9,13,29,50,0.8437,-0.993,0.001,-0.037,-0.06,0.0891,0.1112,-0.575,0.1917,-0.85,
2016,1,9,13,29,50,0.875,-0.995,0.008,-0.037,-0.0636,0.09,0.1133,-0.4917,0.4833,0.2333,
2016,1,9,13,29,50,0.9062,-0.99,0.005,-0.028,-0.06,0.0927,0.1173,-0.275,0,-0.375,
2016,1,9,13,29,50,0.9375,-0.992,0.006,-0.029,-0.0582,0.0918,0.1173,-0.3333,0.0667,-0.3667,
2016,1,9,13,29,50,0.9687,-0.993,0.007,-0.029,-0.0545,0.0973,0.1194,-0.4167,0.4167,0.0667,
2016,1,9,13,29,51,0,-0.988,0.001,-0.027,-0.0545,0.0918,0.1194,-0.5,-0.1167,-0.8167,
2016,1,9,13,29,51,0.0312,-0.989,0.001,-0.036,-0.0555,0.0927,0.1184,-0.7,0.4833,0.3917,
2016,1,9,13,29,51,0.0625,-0.995,-0.003,-0.025,-0.0564,0.0918,0.1214,-0.475,0.075,-0.975,
2016,1,9,13,29,51,0.0937,-0.999,0.007,-0.029,-0.0582,0.0882,0.1173,-0.525,0.2167,0.4,
2016,1,9,13,29,51,0.125,-0.994,-0.002,-0.033,-0.0582,0.0891,0.1133,-0.575,0.3583,-0.875,
2016,1,9,13,29,51,0.1562,-0.989,0.001,-0.045,-0.0555,0.09,0.1214,-0.2917,-0.4,0.0583,
2016,1,9,13,29,51,0.1875,-0.995,0.012,-0.022,-0.0491,0.0973,0.1245,1.2667,0.2333,0.3167,
2016,1,9,13,29,51,0.2187,-0.993,-0.008,-0.029,-0.0555,0.0918,0.1214,-0.8167,-0.925,-1.15,
2016,1,9,13,29,51,0.25,-0.999,0.014,-0.024,-0.0564,0.0927,0.1194,-2.7667,-0.3917,-1.4333,
2016,1,9,13,29,51,0.2812,-0.991,-0.011,-0.041,-0.0555,0.0891,0.1194,-0.625,-1.2167,-2.175,
2016,1,9,13,29,51,0.3125,-0.993,0.009,-0.018,-0.0536,0.0873,0.1194,1.625,-1.4417,0.6833,
2016,1,9,13,29,51,0.3437,-0.99,-0.01,-0.026,-0.0527,0.09,0.1163,2.2917,0.8167,0.3583,
2016,1,9,13,29,51,0.375,-0.994,0.008,-0.052,-0.0564,0.09,0.1173,3.125,2.6583,2.5417,
2016,1,9,13,29,51,0.4062,-0.995,0.005,-0.045,-0.0536,0.09,0.1163,4.8583,-0.7,0.75,
2016,1,9,13,29,51,0.4375,-1.003,0.014,-0.041,-0.0555,0.0918,0.1235,6.375,-2.6,0.975,
2016,1,9,13,29,51,0.4687,-0.988,-0.009,-0.036,-0.0536,0.0909,0.1204,9.55,-2.8,-0.4583,
2016,1,9,13,29,51,0.5,-0.992,0.007,-0.024,-0.0427,0.1009,0.1306,14.3333,-1.4,2.2,pan left
2016,1,9,13,29,51,0.5312,-0.989,-0.003,-0.026,-0.0573,0.09,0.1224,20.6333,-1.0583,1.025,
2016,1,9,13,29,51,0.5625,-0.988,-0.003,-0.034,-0.0564,0.0891,0.1235,28.125,-1.0583,2.65,
2016,1,9,13,29,51,0.5937,-0.994,-0.004,-0.021,-0.0573,0.0845,0.1224,38.475,-0.7083,3.0417,
2016,1,9,13,29,51,0.625,-0.997,0.011,-0.016,-0.0564,0.0864,0.1276,48.3417,0.5917,4.1583,
2016,1,9,13,29,51,0.6562,-0.997,0.011,-0.009,-0.0545,0.0864,0.1327,55.5667,0.6167,3.95,
2016,1,9,13,29,51,0.6875,-0.994,0.01,-0.016,-0.0491,0.0873,0.1357,59.5583,1.3667,4.4667,
2016,1,9,13,29,51,0.7187,-0.996,0.016,-0.023,-0.0564,0.0845,0.1388,64.125,2.0583,5.1917,
2016,1,9,13,29,51,0.75,-1,0.033,-0.036,-0.0509,0.0873,0.1418,67.275,1.3667,5.0667,
2016,1,9,13,29,51,0.7812,-0.987,0.009,-0.01,-0.0545,0.0864,0.1459,68.95,-1.2667,3.5833,
2016,1,9,13,29,51,0.8125,-1.002,0.058,-0.043,-0.0536,0.0809,0.148,73.4333,2.1333,7.3583,
2016,1,9,13,29,51,0.8437,-1,0.018,-0.061,-0.0518,0.0791,0.1469,71.3917,-3.8583,1.675,
2016,1,9,13,29,51,0.875,-0.991,0.029,-0.011,-0.05,0.0818,0.1561,68.025,-2.4083,3.875,
2016,1,9,13,29,51,0.9062,-0.998,0.022,-0.045,-0.0545,0.0809,0.1592,73.3917,-1.0167,3.3667,
2016,1,9,13,29,51,0.9375,-0.991,0.039,-0.01,-0.0573,0.0791,0.1622,78.025,-2.3167,5.9417,
2016,1,9,13,29,51,0.9687,-0.993,0.034,-0.024,-0.0545,0.0818,0.1663,81.55,1.6917,4.475,
2016,1,9,13,29,52,0,-0.992,0.045,-0.014,-0.0545,0.0836,0.1724,87.7,-0.7917,4.775,
2016,1,9,13,29,52,0.0312,-0.988,0.036,-0.013,-0.0464,0.09,0.1765,88.2083,0.0667,6.8667,
2016,1,9,13,29,52,0.0625,-0.993,0.053,-0.021,-0.0545,0.0782,0.1755,84.4,-1.875,3.7,
2016,1,9,13,29,52,0.0937,-0.999,0.053,-0.026,-0.0527,0.0782,0.1786,77.3083,-5.675,3.5,
2016,1,9,13,29,52,0.125,-0.987,0.028,0.019,-0.0491,0.0809,0.1816,74.1833,-2.475,2.6417,
2016,1,9,13,29,52,0.1562,-1.002,0.057,-0.039,-0.0491,0.0855,0.1878,70.125,-2.0917,5.3417,
2016,1,9,13,29,52,0.1875,-0.987,0.032,-0.002,-0.0491,0.0891,0.1918,68.0583,-1.125,1.1667,
2016,1,9,13,29,52,0.2187,-0.998,0.062,0,-0.04,0.0955,0.201,67.2667,-0.25,6.6083,
2016,1,9,13,29,52,0.25,-0.995,0.041,-0.013,-0.0418,0.09,0.201,67.7083,1.5667,2.8583,
2016,1,9,13,29,52,0.2812,-1.003,0.078,-0.032,-0.0436,0.0918,0.2041,66.8167,0.7583,7.0583,
2016,1,9,13,29,52,0.3125,-0.999,0.059,-0.032,-0.0473,0.0891,0.2041,67.0917,-3.35,1.775,
2016,1,9,13,29,52,0.3437,-0.999,0.064,-0.013,-0.0464,0.0873,0.199,68.8667,-3.7417,4.3583,
2016,1,9,13,29,52,0.375,-0.994,0.063,-0.003,-0.0436,0.0936,0.2051,71.4583,-3.1833,2.9833,
2016,1,9,13,29,52,0.4062,-0.988,0.056,-0.002,-0.0327,0.1009,0.2143,74.175,-1.5167,4.5667,
2016,1,9,13,29,52,0.4375,-0.997,0.067,-0.011,-0.0391,0.0991,0.2122,75.3167,-0.2083,4.9333,
2016,1,9,13,29,52,0.4687,-0.996,0.064,0.004,-0.04,0.0991,0.2122,73.5,-3.0417,3.5333,
2016,1,9,13,29,52,0.5,-0.987,0.066,0.001,-0.0373,0.1018,0.2214,69.7333,-1.3917,3.6667,
2016,1,9,13,29,52,0.5312,-0.99,0.068,-0.008,-0.0382,0.1,0.2194,67.5917,-0.075,4.125,
2016,1,9,13,29,52,0.5625,-0.994,0.08,-0.035,-0.0345,0.1036,0.2224,65.75,1.45,5.25,
2016,1,9,13,29,52,0.5937,-0.984,0.069,0.014,-0.0355,0.1045,0.2214,64,-3.0583,3.4083,
2016,1,9,13,29,52,0.625,-1,0.083,-0.061,-0.0245,0.1118,0.2286,63.225,4.5083,5.1917,
2016,1,9,13,29,52,0.6562,-0.985,0.053,-0.005,-0.0318,0.1127,0.2286,65.2,-4.325,4.3167,
2016,1,9,13,29,52,0.6875,-0.989,0.059,-0.027,-0.0291,0.1136,0.2296,69.5167,-0.25,3.5083,
2016,1,9,13,29,52,0.7187,-0.992,0.083,-0.027,-0.0282,0.1145,0.2316,73.5417,3.6167,8.9167,
2016,1,9,13,29,52,0.75,-0.995,0.076,-0.045,-0.0282,0.1164,0.2347,75.5583,-1.4917,3.5083,
2016,1,9,13,29,52,0.7812,-0.997,0.102,-0.039,-0.02,0.1245,0.2357,71.5833,-2.5333,5.4333,
2016,1,9,13,29,52,0.8125,-0.978,0.062,0.017,-0.0209,0.1236,0.2357,67.1667,-0.3,4.8917,
2016,1,9,13,29,52,0.8437,-0.998,0.098,-0.052,-0.0236,0.1227,0.2347,67.5167,-0.3167,5.1083,
2016,1,9,13,29,52,0.875,-0.991,0.09,-0.052,-0.0191,0.1255,0.2398,65.0417,-3.2083,2.95,
2016,1,9,13,29,52,0.9062,-0.993,0.097,-0.033,-0.0173,0.13,0.2418,63.5833,-5.7583,2.1167,
2016,1,9,13,29,52,0.9375,-0.985,0.068,-0.005,-0.0155,0.1327,0.248,65.475,0.1583,3.7167,
2016,1,9,13,29,52,0.9687,-0.992,0.082,-0.027,-0.0064,0.1427,0.251,69.4417,4.4833,7.2667,
2016,1,9,13,29,53,0,-0.985,0.096,-0.046,-0.0136,0.1355,0.2439,70.2667,3.9917,6.3917,
2016,1,9,13,29,53,0.0312,-0.997,0.091,-0.043,-0.0127,0.1391,0.2439,68.9833,-1.3667,4.4,
2016,1,9,13,29,53,0.0625,-0.989,0.084,-0.042,-0.0091,0.14,0.248,73.3583,-2.4333,4.8167,
2016,1,9,13,29,53,0.0937,-0.988,0.093,-0.027,-0.0082,0.1427,0.249,80.9417,-2.6583,5.975,
2016,1,9,13,29,53,0.125,-0.987,0.091,-0.025,-0.0082,0.1473,0.249,84.3667,1.1333,6.4167,
2016,1,9,13,29,53,0.1562,-0.994,0.113,-0.058,-0.0045,0.1518,0.2531,83.8167,-0.1917,6.7417,
2016,1,9,13,29,53,0.1875,-0.991,0.108,-0.037,-0.0073,0.1545,0.251,82.9083,-4.2833,4.5,
2016,1,9,13,29,53,0.2187,-0.993,0.114,-0.036,0.0045,0.1664,0.2571,80.45,-5.7667,4.1,
2016,1,9,13,29,53,0.25,-0.985,0.097,-0.047,-0.0036,0.16,0.2531,78.25,-2.925,3.325,
2016,1,9,13,29,53,0.2812,-0.986,0.107,-0.044,0,0.1618,0.2551,76.25,-0.125,5.5417,
2016,1,9,13,29,53,0.3125,-0.99,0.106,-0.071,0.0018,0.1645,0.251,75.55,0.3583,5,
2016,1,9,13,29,53,0.3437,-0.993,0.112,-0.057,0.0145,0.1764,0.2582,72.3833,-1.1583,4.7583,
2016,1,9,13,29,53,0.375,-0.99,0.105,-0.079,0.0045,0.1755,0.2571,67.9833,-0.8833,3.7333,
2016,1,9,13,29,53,0.4062,-0.993,0.106,-0.08,0.0045,0.1745,0.2582,65.3833,-0.5667,4.475,
2016,1,9,13,29,53,0.4375,-0.987,0.102,-0.085,0.0055,0.1773,0.2571,68.0583,-2.175,3.9833,
2016,1,9,13,29,53,0.4687,-0.987,0.111,-0.048,0.01,0.1818,0.2541,70.4583,0.7833,5.175,
2016,1,9,13,29,53,0.5,-0.981,0.096,-0.053,0.0091,0.1855,0.2571,70.8,-3.8083,3.525,
2016,1,9,13,29,53,0.5312,-0.988,0.12,-0.08,0.0091,0.1864,0.2551,69,1.5333,5.1167,
2016,1,9,13,29,53,0.5625,-0.981,0.101,-0.065,0.0173,0.1973,0.2602,71.4583,-3.1,4.4167,
2016,1,9,13,29,53,0.5937,-0.987,0.111,-0.077,0.0109,0.1927,0.2551,77.875,-0.6,6.8167,
2016,1,9,13,29,53,0.625,-0.99,0.109,-0.088,0.0127,0.2,0.2551,82.7167,-1.9583,4.6833,
2016,1,9,13,29,53,0.6562,-0.985,0.108,-0.073,0.01,0.2036,0.2582,84.65,-1.4333,6.375,
2016,1,9,13,29,53,0.6875,-0.983,0.099,-0.083,0.0109,0.2055,0.2531,85.9833,-1.3833,5.0583,
2016,1,9,13,29,53,0.7187,-0.983,0.103,-0.068,0.0118,0.2109,0.2541,88.4,-0.575,6.775,
2016,1,9,13,29,53,0.75,-0.99,0.11,-0.102,0.0091,0.2127,0.2551,91.1333,-4.3833,5.2667,
2016,1,9,13,29,53,0.7812,-0.982,0.105,-0.079,0.0109,0.2173,0.2541,91.375,-5.6,4.8333,
2016,1,9,13,29,53,0.8125,-0.982,0.098,-0.074,0.0118,0.2164,0.2469,92.3917,-3.675,5.3083,
2016,1,9,13,29,53,0.8437,-0.997,0.118,-0.13,0.0082,0.2218,0.249,93.3167,2.2417,7.0167,
2016,1,9,13,29,53,0.875,-0.993,0.125,-0.096,0.0082,0.2273,0.248,88.1,-3.65,4.5833,
2016,1,9,13,29,53,0.9062,-0.993,0.103,-0.115,0.0118,0.2373,0.251,74.8167,-0.8917,2.6083,
2016,1,9,13,29,53,0.9375,-0.994,0.104,-0.102,0.0055,0.2327,0.2429,68.125,-6.625,2.5,
2016,1,9,13,29,53,0.9687,-0.984,0.08,-0.099,0.0055,0.2373,0.248,62.9917,2.6333,3.2167,
2016,1,9,13,29,54,0,-0.987,0.095,-0.105,0.0055,0.2409,0.2449,64.1333,1.3667,6.225,
2016,1,9,13,29,54,0.0312,-0.984,0.083,-0.128,0.0064,0.2436,0.2398,66.5833,3.2583,3.8333,
2016,1,9,13,29,54,0.0625,-0.989,0.108,-0.075,0.0109,0.25,0.2418,66.9,-3.35,4.7,
2016,1,9,13,29,54,0.0937,-0.98,0.089,-0.058,0.0064,0.2464,0.2316,62.2667,-2.6,2.025,
2016,1,9,13,29,54,0.125,-0.982,0.117,-0.112,0.0018,0.2509,0.2337,48.4833,4.175,3.5167,
2016,1,9,13,29,54,0.1562,-0.975,0.107,-0.11,0.0091,0.2573,0.2347,38.5583,-4.1417,0.5583,
2016,1,9,13,29,54,0.1875,-0.989,0.123,-0.081,0,0.2518,0.2337,34.825,-6.8833,-2.9917,
2016,1,9,13,29,54,0.2187,-0.993,0.069,-0.06,-0.0018,0.2518,0.2316,24.575,-13.7083,-8.4333,
2016,1,9,13,29,54,0.25,-0.99,0.099,-0.028,0.0027,0.2564,0.2347,5.075,-6.3167,-2.9917,
2016,1,9,13,29,54,0.2812,-0.98,0.028,-0.098,0,0.2482,0.2306,-13.275,-0.6083,-2.65,
2016,1,9,13,29,54,0.3125,-0.992,0.094,-0.129,-0.0009,0.2509,0.2306,-16.075,6.675,1.4583,
2016,1,9,13,29,54,0.3437,-0.992,0.063,-0.144,-0.0027,0.2491,0.2327,-9.8583,1.8083,1.3833,
2016,1,9,13,29,54,0.375,-0.982,0.044,-0.067,0,0.25,0.2327,-6.7917,-4.1333,-6.4167,
2016,1,9,13,29,54,0.4062,-0.996,0.072,-0.086,0,0.2509,0.2357,-16.875,7.425,-2.15,
2016,1,9,13,29,54,0.4375,-0.976,0.061,-0.107,0,0.2464,0.2337,-20.425,-4.0917,-3.1667,
2016,1,9,13,29,54,0.4687,-0.984,0.05,-0.061,-0.0055,0.2464,0.2337,-27.5667,-2.1833,-6.5833,pan right
2016,1,9,13,29,54,0.5,-0.987,0.075,-0.125,-0.0009,0.2482,0.2378,-18.7417,-5.2417,-1.1667,
2016,1,9,13,29,54,0.5312,-0.985,0.08,-0.079,-0.0036,0.2427,0.2388,-8.475,-9.9333,-4.3583,
2016,1,9,13,29,54,0.5625,-0.978,0.081,-0.041,0.0009,0.2464,0.2337,-8.125,-6.1417,-1.6167,
2016,1,9,13,29,54,0.5937,-0.978,0.077,-0.043,0.0009,0.2436,0.2378,-24.5,1.95,-1.7083,
2016,1,9,13,29,54,0.625,-0.987,0.067,-0.14,0.0018,0.2473,0.2398,-39.8667,5.8417,-1.25,
2016,1,9,13,29,54,0.6562,-0.993,0.072,-0.118,0.0027,0.2455,0.2378,-39.3583,-7.9833,-5.225,
2016,1,9,13,29,54,0.6875,-0.975,0.042,-0.078,0.0018,0.2418,0.2378,-38.15,-13.8,-8.15,
2016,1,9,13,29,54,0.7187,-0.968,0.056,-0.012,0.0027,0.2445,0.2429,-41.6417,-2.3083,-1.0583,
2016,1,9,13,29,54,0.75,-0.979,0.073,-0.08,0,0.24,0.2418,-55.5917,12.325,1.5667,
2016,1,9,13,29,54,0.7812,-1.001,0.104,-0.076,0.0045,0.2336,0.2429,-63.5917,3.325,-1.5,
2016,1,9,13,29,54,0.8125,-0.993,0.072,-0.099,0.0082,0.2336,0.2459,-66.8667,-0.975,-6.15,
2016,1,9,13,29,54,0.8437,-0.991,0.077,-0.085,0.0055,0.23,0.249,-71.1833,-6.6,-5.1083,
2016,1,9,13,29,54,0.875,-0.983,0.059,-0.046,0.0036,0.2264,0.252,-68.6417,-3.9917,-5.5,
2016,1,9,13,29,54,0.9062,-0.986,0.072,-0.045,0.0045,0.2245,0.249,-69.125,3.1333,-0.3917,
2016,1,9,13,29,54,0.9375,-0.993,0.103,-0.074,0.0018,0.22,0.2541,-74.3583,8.65,0.0667,
2016,1,9,13,29,54,0.9687,-1,0.107,-0.102,0.0027,0.2155,0.2582,-85.4333,8.325,-1.6333,
2016,1,9,13,29,55,0,-1.006,0.089,-0.092,0.0018,0.2145,0.2561,-81.2083,-1.675,-5.7583,
2016,1,9,13,29,55,0.0312,-0.996,0.065,-0.075,-0.0018,0.21,0.2602,-72.5583,-8.3333,-6.6417,
2016,1,9,13,29,55,0.0625,-0.989,0.075,-0.04,0,0.2,0.2602,-62.0167,-6.9167,-4.7333,
2016,1,9,13,29,55,0.0937,-0.98,0.064,-0.011,0,0.2018,0.2602,-62.0917,-1.7417,-2.475,
2016,1,9,13,29,55,0.125,-0.99,0.065,-0.046,-0.0009,0.1982,0.2612,-74.2917,8.5333,-0.2417,
2016,1,9,13,29,55,0.1562,-0.999,0.105,-0.075,-0.0018,0.1918,0.2612,-90.2417,12.275,-0.7083,
2016,1,9,13,29,55,0.1875,-0.992,0.091,-0.073,0,0.1945,0.2704,-90.6,9.1333,-3.3917,
2016,1,9,13,29,55,0.2187,-0.994,0.09,-0.063,-0.0109,0.1809,0.2612,-88.4,4.1,-3.375,
2016,1,9,13,29,55,0.25,-0.988,0.084,-0.041,-0.0109,0.1736,0.2602,-88.6833,7.8333,-2.6917,
2016,1,9,13,29,55,0.2812,-0.996,0.091,-0.069,-0.0127,0.1718,0.2561,-83.6917,7.0917,-1.6,
2016,1,9,13,29,55,0.3125,-0.994,0.088,-0.07,-0.0091,0.1664,0.2582,-81.1917,4.8667,-4.2917,
2016,1,9,13,29,55,0.3437,-0.988,0.09,-0.076,-0.0064,0.1718,0.2602,-83.0417,3.2583,-3.4833,
2016,1,9,13,29,55,0.375,-0.987,0.09,-0.035,-0.0145,0.1582,0.2592,-86.9,-4.0167,-7.6833,
2016,1,9,13,29,55,0.4062,-0.992,0.084,-0.047,-0.02,0.1545,0.2551,-91.1333,3.9417,-4.5,
2016,1,9,13,29,55,0.4375,-0.986,0.095,-0.05,-0.0182,0.1536,0.2551,-91.2583,3.0333,-5.2583,
2016,1,9,13,29,55,0.4687,-0.987,0.091,-0.068,-0.0209,0.1473,0.2561,-92.75,2.6333,-5.1583,
2016,1,9,13,29,55,0.5,-0.986,0.084,-0.073,-0.0218,0.1455,0.2531,-89.0667,0.8,-5.5833,
2016,1,9,13,29,55,0.5312,-0.983,0.094,-0.04,-0.0291,0.1373,0.2459,-87.7083,1.2417,-4.675,
2016,1,9,13,29,55,0.5625,-0.995,0.093,-0.067,-0.03,0.1345,0.248,-89.1417,5.7667,-4.5583,
2016,1,9,13,29,55,0.5937,-0.993,0.099,-0.065,-0.03,0.1327,0.248,-89.8083,-0.7333,-5.8917,
2016,1,9,13,29,55,0.625,-0.987,0.091,-0.044,-0.0318,0.1282,0.2469,-90.1583,-3.825,-8.4333,
2016,1,9,13,29,55,0.6562,-0.986,0.081,-0.022,-0.0345,0.1264,0.2418,-91.3083,-1.2667,-6.8833,
2016,1,9,13,29,55,0.6875,-0.99,0.077,-0.036,-0.0382,0.1218,0.2418,-92.075,1.8167,-6,
2016,1,9,13,29,55,0.7187,-0.99,0.083,-0.041,-0.0409,0.1209,0.2378,-91.8833,1.6333,-5.5667,
2016,1,9,13,29,55,0.75,-0.99,0.075,-0.034,-0.0464,0.1136,0.2337,-92.9917,2.575,-5.6083,
2016,1,9,13,29,55,0.7812,-0.998,0.09,-0.043,-0.0455,0.1118,0.2316,-91.85,1.8583,-5.2083,
2016,1,9,13,29,55,0.8125,-0.998,0.081,-0.024,-0.0491,0.1064,0.2286,-94.0083,-1.35,-6.8167,
2016,1,9,13,29,55,0.8437,-0.976,0.054,0.021,-0.0473,0.1064,0.2276,-98.55,-3.275,-9.7333,
2016,1,9,13,29,55,0.875,-0.992,0.102,-0.043,-0.0482,0.1073,0.2276,-101.3333,8.55,-1.766,
2016,1,9,13,29,55,0.9062,-0.987,0.071,-0.024,-0.05,0.1009,0.2235,-102.5083,4.8,-6.133,
2016,1,9,13,29,55,0.9375,-0.969,0.05,0.024,-0.0573,0.0955,0.2153,-97.325,-3.6,-8.5667,
2016,1,9,13,29,55,0.9687,-0.997,0.11,-0.064,-0.06,0.0945,0.2122,-90.825,6.575,-3.5167,
2016,1,9,13,29,56,0,-1.006,0.106,-0.069,-0.0627,0.0936,0.2082,-99.0583,-5.6417,-12.625,
2016,1,9,13,29,56,0.0312,-0.986,0.054,-0.006,-0.0655,0.09,0.2082,-97.5667,-6.9167,-9.475,
2016,1,9,13,29,56,0.0625,-0.984,0.046,0.016,-0.0582,0.0918,0.2,-91.3417,2.775,-5.1667,
2016,1,9,13,29,56,0.0937,-0.995,0.069,-0.029,-0.0645,0.0882,0.199,-89.5333,6.0333,-3.0333,
2016,1,9,13,29,56,0.125,-0.995,0.063,-0.023,-0.0655,0.0855,0.1969,-96.4083,-1.725,-9.7917,
2016,1,9,13,29,56,0.1562,-0.99,0.034,-0.026,-0.0718,0.0836,0.1898,-97.5083,0.5417,-6.475,
2016,1,9,13,29,56,0.1875,-1,0.066,-0.025,-0.0718,0.0836,0.1898,-97.0167,0.975,-6.1083,
2016,1,9,13,29,56,0.2187,-1.005,0.043,-0.049,-0.0727,0.08,0.1827,-97.2417,-2.4083,-8.0417,
2016,1,9,13,29,56,0.25,-0.987,0.057,0.023,-0.0755,0.0809,0.1745,-104.1667,-0.675,-8.058,
2016,1,9,13,29,56,0.2812,-1.002,0.05,-0.027,-0.0709,0.0818,0.1755,-111.1583,2.825,-7.066,
2016,1,9,13,29,56,0.3125,-0.995,0.049,-0.009,-0.0745,0.0809,0.1684,-111.9833,-1.425,-7.35,
2016,1,9,13,29,56,0.3437,-0.993,0.033,-0.027,-0.0791,0.0764,0.1612,-112.8083,2.075,-7.625,
2016,1,9,13,29,56,0.375,-0.996,0.064,-0.023,-0.0745,0.08,0.1602,-111.8583,2.1417,-4.9,
2016,1,9,13,29,56,0.4062,-0.984,0.021,-0.013,-0.0745,0.0845,0.1571,-115.4583,1.3333,-9.775,
2016,1,9,13,29,56,0.4375,-0.996,0.04,-0.016,-0.0818,0.0791,0.148,-118.5083,2.325,-6.083,
2016,1,9,13,29,56,0.4687,-0.994,0.022,-0.018,-0.0827,0.0818,0.1408,-122.4333,4.0083,-8.5,
2016,1,9,13,29,56,0.5,-0.992,0.035,-0.018,-0.0827,0.0809,0.1306,-123.3083,4.525,-6.25,
2016,1,9,13,29,56,0.5312,-1,0.028,-0.065,-0.0845,0.08,0.1276,-119.5833,3.9333,-7.666,
2016,1,9,13,29,56,0.5625,-0.982,0.016,-0.006,-0.0818,0.0873,0.1255,-115.4083,-2.8833,-8.733,
2016,1,9,13,29,56,0.5937,-0.991,0.02,-0.038,-0.0809,0.0909,0.1173,-110.3,1.4833,-7.166,
2016,1,9,13,29,56,0.625,-0.99,0.021,-0.014,-0.0773,0.0945,0.1214,-104.95,-2.3417,-8.083,
2016,1,9,13,29,56,0.6562,-0.998,0.033,-0.026,-0.0809,0.0991,0.1102,-111.025,0.3583,-7.191,
2016,1,9,13,29,56,0.6875,-0.982,-0.022,-0.033,-0.0845,0.1,0.1041,-120.575,-1.475,-10.766,
2016,1,9,13,29,56,0.7187,-1,0.02,-0.031,-0.0827,0.1027,0.1051,-118.1333,-0.1167,-6.183,
2016,1,9,13,29,56,0.75,-1.002,0.019,-0.029,-0.0836,0.1045,0.0939,-116.95,-0.4,-7.641,
2016,1,9,13,29,56,0.7812,-0.981,-0.026,0.002,-0.0809,0.1136,0.0908,-127.7833,-0.375,-11.2,
2016,1,9,13,29,56,0.8125,-0.991,0.003,-0.016,-0.07,0.1236,0.0939,-130.6167,10.2333,-4.775,
2016,1,9,13,29,56,0.8437,-0.991,0.006,-0.053,-0.0736,0.1245,0.0827,-126.825,-1.7,-10.025,
2016,1,9,13,29,56,0.875,-0.993,0.007,-0.048,-0.0782,0.1282,0.0806,-131.4,-0.6667,-10.583,
2016,1,9,13,29,56,0.9062,-0.987,-0.015,-0.069,-0.0782,0.1382,0.0765,-130.3917,-0.2167,-8.383,
2016,1,9,13,29,56,0.9375,-0.982,-0.011,-0.024,-0.0791,0.1409,0.0776,-132.4667,-0.4917,-8.333,
2016,1,9,13,29,56,0.9687,-0.993,0.001,-0.072,-0.0782,0.1473,0.0724,-139.2417,4.275,-8.066,
2016,1,9,13,29,57,0,-0.988,-0.02,-0.056,-0.0764,0.1536,0.0694,-141.9667,0.2,-10.725,
2016,1,9,13,29,57,0.0312,-0.988,-0.026,-0.081,-0.0636,0.1727,0.0724,-139.4083,4.825,-6.5,
2016,1,9,13,29,57,0.0625,-1.009,0.008,-0.113,-0.0755,0.1709,0.0694,-141.25,-2.3917,-12.208,
2016,1,9,13,29,57,0.0937,-0.992,-0.038,-0.078,-0.0727,0.1773,0.0704,-140.2167,-5.925,-11.991,
2016,1,9,13,29,57,0.125,-0.986,-0.024,-0.071,-0.0727,0.1818,0.0673,-134.5083,-0.0833,-5.358,
